AssetID,AssetName,AssetLocat,Risk
3930006,Eden Valley Caravan Park,"Rhine Park Rd, Eden Valley 5235",Medium
3930007,Talunga Caravan & Recreation Park,"Melrose St, Mt Pleasant 5235",Very High
3930008,Talunga Village,"Melrose St, Mt Pleasent 5235",Medium
3930009,Old Talunga Park,"Talunga Park Rd, Mt Pleasent 5235",Very High
3930012,Soldiers Memorial Hall,"Melrose St, Mt Pleasant 5235",Medium
3930080,Mt Pleasant Golf Course,"Golf Course Rd, Mt Pleasant 5235",Low
3950002,Coopers of Mt Pleasant,"Mt Pleasant-Keyneton Rd, Mt Pleasant 5235",High
3950004,Mt Pleasant Sale Yards,"Saleyard Rd, Mt Pleasant 5235",High
3930014,Cromer forest picnic ground,Cricks Mill Rd Cromer 5235,Very High
3930015,Starkeys Campground,"Starkeys Rd, Mt Pleasant 5235",Very High
3930016,Fromms Campground,"Mount Rd, Mt Pleasant 5235",Very High
3950005,Wilsons Sawmill,"South Tce, Williamstown",High
3950006,Council Works Depot,"Wild St, Williamstown 5351",High
3930018,Williamstown Pony Club,"Williamstown Rd, Williiamstown 5351",Very High
3930023,Kooringal Brain Injury Recovery Centre,"Millington Rd, Williamstown",Extreme
3930086,Whispering Wall,"Whispering Wall Rd, Williamstown 5351",Medium
3930024,Tindo Naturalist Camp,"Pimpala Rd, Cockatoo Valley",High
3930025,Hebron Christadelphian Camp,"Goldfields Rd, Cockatoo Valley",Very High
3930026,Gawler Golf Club,"Williamstown Rd, Sandy Creek 5350",Medium
3930027,Barossa Caravan Park,"Barossa Vally Hwy, Lyndoch 5351",Very High
3930028,Lyndoch Hill,"Hermann Thumm Dr, Lyndoch 5351",Very High
3930033,Lyndoch Council Office/Library,"Barossa Valley Hwy, Lyndoch 5351",Medium
3930034,Lyndoch Hall,"Barossa Valley Hwy, Lyndoch 5351",Medium
3930046,Altona Conservation Park,"Altona Rd, Lyndoch 5351",Very High
3930047,Jacobs Creek Retreat,"Nitschke Rd, Krondorf",High
3930048,Pernod Ricard Corporate Facility,"Nitschke Rd, Rowland Flat 5352",Medium
3930050,Bethany Reserve,"Bethany Rd, Bethany",Medium
3930051,Rifle Range Rd Locality,"Rifle Range Rd, Krondorf 5352",Extreme
3930054,Menglers Hill Lookout,"Menglers Hill Rd, Bethany",Very High
3930055,Stiengarten Lookout,"Stiengarten Rd, Rowland Flat 5352",Very High
3930056,Pewsey Vale Forest,Pewsey Vale 5351,Very High
3930058,Hoffnugstal Road Tourist Area,"Hoffnugstal Rd, Williamstown 5351",Very High
3930059,Rex Recreation and Aquatic Centre,"Magnolia Rd, Tanunda",High
3930097,Tanunda Primary School,"Research Rd, Tanunda",Medium
3930060,Barossa Bowland,"Menge Rd, Tanunda",Very High
3930062,Barossa Backpackers Hostel,"Basedow Rd, Tanunda",Medium
3930064,Chateau Tanunda,"Basedow Rd, Tanunda",Medium
3930089,Tanunda War Memorial Hospital,"Mill St, Tanunda",Medium
3930090,Tanunda OSHC,"Mill St, Tanunda",Medium
3930091,Tanunda Caravan Park,"Barossa Valley Way, Tanunda",Medium
3930092,Tanunda Lutheran School,"Maria St, Tanunda",Medium
3970008,Tanunda Railway Station,"Basedow Rd, Tanunda",Medium
3930044,Maggie Beers Farn Shop and Function Centre,"Pheasant Farm Rd, Nuriootpa",Medium
3950011,Barossa Enterprises,"Samuel Rd, Nuriootpa",Medium
3970009,Nuriootpa RSL Hall,"Park Ave, Nuriootpa 5355",Medium
3950014,Penrice Quarry,256 Penrice Rd Penrice,High
3950063,WaterTreatment Plant,"Whispering Wall Rd, Williamstown 5351",High
3950009,Chateau Barossa,"Hermann Thumm Dr, Lyndoch 5351",Very High
3930002,Jacobs Creek Visitor Centre,"Barossa Valley Hwy, Roland Flat",Medium
3930075,St Hugos Visitor Centre,"Barossa Valley Way, Roland Flat 5352",Medium
3930003,St Hallett Cellar Door,"St Hallett Rd, Krondorf",High
3930067,Grand Cru Estate,"Laubes Rd, Springton",Medium
3970074,PIRSA Research Centre,"Research Rd, Nuriootpa",High
3970006,Yalumba Nursery,"Nuraip Rd, Nuriootpa",Medium
3950008,Dorrien Winery,"Barossa Valley Way, Nuriootpa",High
3970007,Gruenberg Church,Gruenberg Rd Moculta,High
3970002,Gnadenberg Church,"Gnadenberg Rd, Moculta 5353",Medium
3970005,Shannon Mousaleum,Shannon Rd Moculta,Medium
3930010,Lanzerac B&B Restaurant,"Menge Rd, Tanunda",Medium
3970004,Angas Family Mausoleum,"Eden Valley Rd, Angaston",Very High
3970003,Herbig Family Tree,"Eden Valley Rd, Springton 5235",Medium
3950093,Gas Infrastructure,"Stockwell Rd, Angaston 5353",Medium
3950001,Rocland Estate,Belvedere Rd Nuriootpa 5355,Extreme
3930035,Works Depot,"Warren Rd, Mt Crawford 5351",Medium
1670001,Corporation Reserve,"Bay Rd, Mt Gambier",High
1670002,"The Oaks, Marist Park","Marist Park, Mt Gambier",Very High
4850071,Caroline Landfill,"Hill Rd, Caroline",Very High
1630017,Paraquad Residential Facility,"Wireless Rd West, Mt Gambier",Low
4830065,Mt Gambier Corrections,"Benara Rd, Mt Gambier",High
5150186,Emergency Services,"Coast Rd, Mt Hope",Medium
3930135,Talunga Hotel,"Melrose St, Mt Pleasant",Medium
3930129,Sporting Complex,"Penrice Rd, Nuriootpa 5355",Low
3950065,Council Library,"Melrose St, Mt Pleasant",Low
3950026,Williamstown Post Office,"35 Queen St, Williamstown",Low
3970073,Moculta School,"Truro Rd, Moculta",Low
3970014,Church,"Siegersdorf Rd, Nuriootpa 5355",Low
3950020,Pump Station,"Victoria Tce, Williamstown 5351",Low
3950021,Pump station,"Yettie Rd, Williamstown 5351",Medium
3950022,Pump Station,"Wild St, Williamstown 5351",Low
3950064,Pump Station,"Carrara Hill Rd, Nuriootpa 5355",Low
3950062,Pump Station,"Railway Tce, Mt Pleasant",Medium
3950039,Pump Station,"William St, Springton 5235",Very High
3950041,Pump Station,"Murray St, Tanunda",Low
3950019,Pump Station,"Gottwald Rd, Williamstown",High
6570006,Northside Christian Life Centre,"45 Northside Court, Evanston Park",Medium
1530114,Belair Hotel,"141 Main Rd, Blackwood",Low
1730260,St Francis Winery Resort Hotel,"14 Bridge St, Reynella",Medium
1730197,Victoria Hotel,"South Rd,OHalloran Hill",Medium
2130092,Tea Tree Gully Hotel,"1349 North East Road, Tea Tree Gully",Medium
1730281,Clarendon Winery Complex,"Miller Rd, Clarendon",Very High
1570036,Former Blackwood Experimental Orchard,"Main Rd, Hawthorndene",Extreme
1730261,Rosemount Winery,"Chaffeys Rd, McLaren Vale",High
1730262,Coriole Winery,"Chaffeys Rd, Mclaren Vale",Medium
1730263,Chapel Hill Winery,"Chapel Hill Rd, Mclaren Vale",High
1730264,Samuels Gorge Winery,"Chaffeys Rd, McLaren Vale",Very High
2770004,Former Lizard Lodge -  Former Army Remount Depo,Majors Road OHALLORAN HILL,Low
1530076,Barryne Retirement Independent Living,"25 Sheoak Rd, Belair",Extreme
1530115,Sheoak Riding School,"Sheoak Road, Belair",Very High
1530116,Womens Playing Fields,"Ayliffes Rd, St Marys",Medium
1770017,Community Arts Centre,"22 Gawler St, Port Noarlunga",High
1550027,Belair Railway Station & Signal Box,"Sheoak Rd, Belair",Very High
1570038,Old Government House,"Queens Jubilee Dr, Belair",Very High
1570022,Blackwood Railway Station Complex,"Station Rd, Blackwood",Medium
1330018,Marybank,"21 Orbona St, Rostrevor",Low
1870014,Yattalunga and Stables,"Gawler-One Tree Hill Rd, Yattalunga",Medium
2030037,Old Spot Hotel,"1955 Main North Rd, Salisbury Heights",Low
1730265,Wirra Wirra Winery,"Rd, McLaren Vale",Medium
1830076,Uleybury School Museum,"Lot 1 Cornishmans Hill Rd, One Tree Hill",Extreme
1870004,Carclew Primitive Methodist Church,"Lot 1 Carclew Rd, Penfield Gardens",Medium
1870006,Virginia Oval & WW1 Memorial Trees,Lot 255 Old Port Wakefield Road VIRGINIA,Medium
1870007,Our Lady of the Assumption Catholic Church,"Lot 107 Penfield Rd, Virginia",Medium
1870008,Virginia Uniting Church (former Methodist Church),"Lot 203 Phineas St, Virginia",Medium
1870025,Old One Tree Hill Inn,"Blacktop Rd, One Tree Hill",Extreme
1870026,Pise Cottage and Brick Tank,"Petherton Rd, Penfield",Extreme
3970017,RSL Hall,"Memorial Dr, Williamstown",Low
5470028,"Silvicultural Reserves (P. radiata 1900, P. canariensis 1903), Kuitpo Forest","Brookman Rd, Kuitpo",Extreme
3970020,Yalumba Winery,"Eden Valley Rd, Angaston",High
3970021,Lindsay Park Homestead,"Eden Valley Rd, Angaston",Low
3970061,Jacobs Estate Bed & Breakfast,"Barossa Valley Hwy, Rowland Flat",Medium
3970062,Corryton Park Homestead,"Wirra Wirra Rd, Pewsey Vale 5351",Low
3970023,Soldiers Memorial Institute,"Queen St, Williamstown",Low
3970053,South Rhine Presbyterian Church Complex,"Jutland Rd, Springton",Medium
3970063,St. John the Evangelist Anglican Church,"Melrose St, Mt Pleasant",Medium
3970055,St Johns Lutheran Church,"4 Hamilton Rd, Springton",Medium
3970064,Mount Mckenzie Hall,"Yumbunga Rd, Mount McKenzie 5353",High
6570007,Dwelling (Para Para),"Penrith Ave, Gawler",Very High
6570008,Evanston Gardens Memorial Hall,65 Angle Vale Road EVANSTON GARDENS,High
3970065,Sandy Creek Hotel,"Barossa Valley Hwy, Sandy Creek",Low
3970032,Holy Trinity Anglican Church and Manse,Altona Road (corner Barossa Valley Way) Lyndoch,Very High
3970066,Holy Trinity Lutheran Church,Barossa Valley Wy and Church Road ROWLAND FLAT 5352,Low
3970034,Gramp House,"Barossa Valley Way, Rowland Flat 5354",Low
3970035,Dorothea Altmanns House,"Barossa Valley Hwy, Rowland Flat",Low
6570009,Former Hillier farmhouse,Clifford Rd HILLIER,Low
3970067,St. Peters Church of England and Hall,"12 George St, Williamstown",Medium
3970056,Angaston Railway Station & Goods Shed,"Off Kent & Fife Sts, Angaston",Medium
3970057,Zion Lutheran Church,"85 Murray St, Angaston",Medium
3970068,Collingrove Homestead,"Eden Valley Road, near Angaston",Low
6570002,Former Gawler Blocks Chapel,"Angle Vale Rd, Evanston Gardens",Low
3970041,Old Lauckes Flour Mill,"Duck Ponds Rd, Stockwell 5355",High
1730274,Kay Brothers Amery Winery,"Kays Rd, McLaren Vale",High
2070004,Portview,"1 Terama Crt, Salisbury Heights",High
1570029,Former Toll House,"Mount Barker Rd, Glen Osmond",Low
1570030,Belair Uniting Church,"18 Sheoak Rd, Belair",Extreme
1570028,Museum,"Lot 32 Winns Rd, Coromandel Valley",Medium
1470003,Waterfall Gully Hotel (former),"155 Waterfall Gully Rd, Waterfall Gully",Extreme
3970069,St Thomas Lutheran Church,Stockwell Road corner Duckponds Road STOCKWELL 5355,Medium
1770018,Kuitpo Forest,"Old Coach Rd, Kuitpo",Very High
1770019,Kuitpo Forest,"Old Coach Rd, Kuitpo",Low
1730275,Horndale Winery & Distillery Complex,"Lot 102 Jordan Ave, Happy Valley",High
3970058,Strait Gate Lutheran Church Tower,"Light Pass Rd, Light Pass",Low
3970070,Bakehouse Tavern,"10 Queen St, Williamstown",Low
1870030,Zoar Cemetery,"Lot 347 Argent Rd, Penfield",Very High
1870031,Humbug Scrub Cottage,"Lot 72 Bassnet Road off Humbug Scrub Rd, Humbug Scrub",Very High
1830027,Virginia Institute,"Lot 130 Old Port Wakefield Rd, Virginia",High
1870033,Smith Stables,"Lot 101 Main North Rd, Blakeview",Extreme
1830085,Institute & War Memorial,"Lot 10 Blacktop Rd, One Tree Hill",Medium
1870034,Crosshill House,"Lot 102 Crosshill Rd, One Tree Hill",Medium
3970071,Bethany Herberge Christi Lutheran Church,"Bethany Rd, Bethany",Low
3970049,Forbes Folly,"Off Mine Road, Williamstown",Low
3970072,Williamstown Hotel,"Queen St, Williamstown",Low
3930234,RF Hamilton Winery,"Mt Pleasant-Keyneton Rd, Eden Valley",High
1570039,Nunyara Chapel,"5 Burnell Drv, Belair",Very High
2750023,Communications Tower,Marino Conservation Park MARINO,Low
1150079,Communications Infastructure,"off Magarey Rd nr Mount Torrens, Goat Hill",Medium
1750084,CMTS Site,"Keiley Ln, Clarendon",High
1550019,Communications Infrastructure,"Olave Rd, Hawthorndene",High
1150083,Telstra CDMA,"Lobethal Rd, Lenswood",High
1750085,CMTS Site,"Dyson Farm Commercial Rd, Maslin Beach",High
1850016,Communications Tower,"Curtis Rd, MacDonald Park",Very High
1150085,Communications Infastructure -Optus Site,"Upper Sturt Rd, Crafers",Very High
2150021,Communications Tower,"Rifle Range Rd, Greenwith",Medium
1750086,Communications Tower,"Taylors Rd, Aberfoyle Park",High
5450043,Communications Tower,"Nixon Rd, Mount Barker",High
1150086,Communications Infastructure -Optus Site,"Old Mt Barker Rd, Adelaide",Extreme
1850029,Communications Tower,"Lot 6 Johnson Rd, One Tree Hill",Medium
3950027,Communications Tower,"Martins Rd, Gawler 5118",High
1850030,Communications Tower,"Heaslip Rd, Angle Vale",Very High
5450044,Communications Tower,"Piney Ridge Rd, Nairne",High
1150087,Communications Infastructure - Optus Site,"Ambulance Rd, Hahndorf",Very High
3950052,Water Tank,"Keyneton Rd, Springton 5235",N/A
1750087,Communications Tower,"Lot 4 Chapel Hill Rd, McLaren Vale",N/A
1750088,Communications Tower,"Lot 50 Seaview Rd, McLaren Vale",N/A
2150022,Communications Tower,"Lukin Cres, Golden Grove",High
3950095,Communications Tower,0.8km East of Angaston 5353,High
3950028,Water Treatment Plant,"Barossa Valley Hwy, Lyndoch",Medium
1750089,CMTS Site,"Cnr Black Rd and Happy Valley Dve, Flagstaff Hill",High
1750090,Communications Tower,"Lot 9 Morrow Rd, Lonsdale",N/A
2750009,Communications Tower,"Commercial Road, Sheidow Park",N/A
3950029,Communications Tower,"Crennis Mines Rd, Angaston 5353",Very High
1750034,Communications Tower,"Main South Rd, Darlington",High
1850031,Substation,"185 Blackburn Rd, Hillbank",N/A
1750091,Communications Tower,"442 States Rd, Hackham",High
2150023,Communications Tower,"Grand Junction Rd, Hope Valley",N/A
2050013,Communications Tower,"Wynn Vale Dr, Wynn Vale",High
1450019,Communications Infrastructure,"Glynburn Rd, Beaumont",N/A
2750011,Communications Tower,"Clubhouse Rd, Seacliff Park",N/A
1850032,Communications Tower,"Bungarra St, Hillbank",N/A
3950111,Pump Station,"Keyneton Rd, Mt Pleasant 5235",High
3950080,Summit Surge Mannum Adelaide Pipeline,"Schapels Rd, Mt Pleasant 5235",Medium
1850033,Water Infrastructure,"Beaglehole Rd, Bolivar",Low
1150090,Broadcast Planning Nominal Site,"Mount Lofty Summit Rd, Mt Lofty",Very High
1150091,Broadcast Site,"Owens St, Mt Lofty",Very High
1750092,Communications Tower,"Old Coach Rd, Kangarilla",High
2750004,Communications Tower - Major Radio Site,"Majors Rd, OHalloran Hill",N/A
1850034,Communications Tower,"Yorktown Rd, Craigmore",N/A
1750093,Substation,"Black Rd, Happy Valley",High
6550010,Communications Tower,"Eckerman Ave, Gawler South",Very High
6550004,Communications Tower,"One Tree Hill Rd, Bibaringa",Low
1750094,Water Tank,"Windebanks Rd, Happy Valley",Low
1750095,Substation,"Cnr Panalatinga & Bains Rds, Morphett Vale",Very High
2150025,Pump Station,"Target Hill Rd, Salisbury Heights",Low
1750096,Water Tank,"End Pimpala Rd, Woodcroft",Medium
1750097,Communications Tower,"Hunter Rd, OSullivan Beach",Low
1750098,Communications Tower,"Sheoak Rd, Mclaren Vale",High
1150093,Communications Infastructure -Airservices Australia Site,"Ridge Rd, Greenhill",Very High
1550020,SA Power Utilities Tower,"Main Rd, Belair",N/A
1550004,Pump Station,"Old Belair Rd, Mitcham",Very High
1550005,Communications Infrastructure,"Waite Institute Hartley Grv, Urrbrae",N/A
1150080,Communications Infastructure -Major radio site,"Old Mount Rd, Mt Torrens",High
1150081,Communications Infastructure -Department of Defence,"Sananada Rd, Woodside",Medium
5450046,Major Radio Site,Mount Summit Road   MOUNT BARKER,High
5450047,SA Water Tower,"Pyrites Rd, Nairne",N/A
3950079,Communications Tower,"Tower Rd, Williamstown",High
3950078,Communications Tower,"Rifle Range Rd, Mt Kitchener",High
3950081,Exchange,"Murray St, Nuriootpa",N/A
3950082,Communications Tower,"Pipeline Rd, Stockwell",Very High
2750012,Communications Tower - SAGRN,"Majors & Lonsdale Rds, Trott Park TROTT PARK",Medium
2750013,Communications Tower,"Majors Rd, OHalloran Hill",N/A
1350002,Substation,"Vine St, Magill",N/A
3950054,Communications Tower,Southwest Angaston,High
1150094,Communications Infastructure,"Owen St, Mt Lofty",Very High
1150095,DEWNR Cleland Worksite & Communications tower,"Robins Trk, Greenhill",Extreme
2150026,Communications Tower,cnr Greenwith & Rifle Range Rds   Greenwith,N/A
2750014,Communications Tower,"Ramrod Ave, Hallett Cove",N/A
2150027,Communications Tower,"Golden Grove Rd, Greenwith",N/A
2150028,Communications Tower,"Para Trig, The Grove Way, Salisbury East",High
3950031,Communications Tower,"Springton Rd, Williamstown",High
2050014,Communications Tower,"Lot 66 Hawker Rd, Burton",Very High
1150122,Communications Infastructure,"Upper Sturt Rd, Crafers",Very High
5450048,Communications Tower,"145 Main Street, Hahndorf",Very High
1150096,Communications Infastructure,"Size Rd, Oakbank",High
5450049,Pump Station,Corner of Hallett Road & West Terrace   LITTLEHAMPTON,Very High
1750101,Communications Tower,"Cut Hill Rd, Kangarilla",High
1150097,Communications Infastructure -Optus/Vodafone Site,"Oakwood Rd, Oakbank",High
3950083,Water Tanks,"Crennis Mines Rd, Angaston",N/A
5450050,Communications Tower,"Allambie Homestead Cattle Route Rd, Mount Barker",High
5450051,Communications Tower,"Murrie Rd Bull Knob, Meadows",High
1750102,Water Treatment Plant,"Hunter Rd, OSullivan Beach",Medium
1750103,Pump Station,"Quarry Rd, Old Noarlunga",High
5450052,Major Telecommunications Site,"Wattle Rd, Meadows",High
1450009,Communications Tower,"Gleneagles Rd, Mt Osmond",Very High
3950084,Communications Tower,"Steingarten Rd, Rowland Flat",Low
2750015,Communications Tower,"Clubhouse Rd, Seacliff Park",Medium
2150029,Communications Tower,"Riverview Quarry Halls Rd, Highbury",High
1550008,Communications Tower,"Hall Terrace, Bedford Park",Low
1150100,Communications Tower,"Summit Rd, Cleland",Extreme
5450053,Communications Tower,Corner of Hallett Road & West Terrace   LITTLEHAMPTON,Very High
1750104,Communications Tower,"Main South Rd, Hackham West",High
2750006,GRN Tower,"Southern Expressway, Darlington",High
1750105,CMTS Site,"cnr Meadows and Old Victor Harbor Rd, Willunga",High
5450045,Communications Tower,"Boundary Rd, Mt Torrens",High
1750100,Communications Tower,"1 Lovelock Dr, Noarlunga Downs",Medium
3950085,Works Depot,"South Para Resevoir Off South Para Road, Williamstown",Very High
1750107,Communications Tower,"42 Trotts Rd, Mclaren Flat",High
1550011,Telstra CMTS Site,"Long Gully, Belair",High
1150101,Communications Infastructure,"Ridge Rd, Woodside",High
1550009,Pump Station,"Young St, Blackwood",N/A
1550010,Pump Station,"Sheoak Rd, Belair",Very High
5450054,Communications Tower,"103 Barker Rd, Mount Barker",Extreme
1550006,Waste Water Infrastructure,"Clematis Dr, Blackwood",Very High
6550005,Communications Tower,"Winzor Rd, Hillier",High
1850035,Communications Tower,"Lot 2 Stebonheath Rd, Munno Para Downs",Very High
1850037,Communications Tower,"93 Pellew Rd, Penfield",Very High
5450055,Communications Tower,"Macclesfield Pound Rd, Macclesfield",High
1750099,Communications Tower,"Lot 22 Country Rd, Sellicks Beach",Very High
1750106,Communications Tower,"Kangarilla Rd, Mclaren Flat",High
1850036,Communications Tower,"Waterloo Corner Supple Rd, Waterloo Corner",High
1150102,Communications Tower,"Staffords Rd, Lenswood",Very High
1850038,Communications Tower,"Cnr Max Fatchen Dr and Heaslip Rd, Angle Vale",N/A
